C,3280,3280,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2456,3,0,-12391,190,421,0,0,5,524,-6,740,0,0,0,0
C,3280,3280,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2457,3,0,6013,191,421,0,0,5,524,-6,740,0,0,0,0
T,2458,3,0,-7306,192,421,0,0,5,524,-4,740,0,0,0,0
T,2459,2,0,-29138,191,421,0,0,5,524,-4,740,0,0,0,0
T,2460,2,0,-8167,191,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3280,3282,3276,3279,3279,3276,3278,3279,3280,3280,3280,3280,3280,3280,3279
T,2461,2,0,16697,191,421,0,0,5,524,-4,740,0,0,0,0
T,2462,3,0,-19042,191,421,0,0,5,524,-4,740,0,0,0,0
T,2463,2,0,-31332,190,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3280,3282,3276,3279,3279,3276,3278,3279,3280,3280,3280,3280,3280,3280,3279
T,2464,1,0,3794,191,421,0,0,5,524,-3,740,0,0,0,0
C,3279,3280,3282,3276,3279,3279,3276,3278,3279,3280,3280,3280,3280,3280,3280,3279
T,2465,1,0,-6460,189,421,0,0,5,524,-3,740,0,0,0,0
C,3279,3280,3282,3276,3279,3280,3276,3278,3279,3280,3280,3280,3280,3280,3280,3279
T,2466,0,0,-2402,189,421,0,0,5,524,-3,740,0,0,0,0
T,2467,3,0,30700,188,421,0,0,5,524,-5,740,0,0,0,0
T,2468,4,0,13347,189,421,0,0,5,524,-5,740,0,0,0,0
T,2469,3,0,-5429,189,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3280,3282,3276,3279,3279,3276,3278,3279,3280,3280,3280,3280,3280,3280,3279
T,2470,2,0,-29179,189,421,0,0,5,524,-5,740,0,0,0,0
T,2471,2,0,-22799,188,421,0,0,5,524,-5,740,0,0,0,0
T,2472,4,0,-12531,188,421,0,0,5,524,-5,740,0,0,0,0
T,2473,3,0,-25630,190,421,0,0,5,524,-4,740,0,0,0,0
C,3280,3280,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2475,2,0,15140,189,421,0,0,5,524,-4,740,0,0,0,0
T,2476,2,0,23392,188,421,0,0,5,524,-4,740,0,0,0,0
T,2477,2,0,-8399,187,421,0,0,5,524,-4,740,0,0,0,0
T,2478,1,0,20796,188,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3280,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2479,0,0,-11623,188,421,0,0,5,524,-4,740,0,0,0,0
T,2480,2,0,-6357,189,421,0,0,5,524,-4,740,0,0,0,0
T,2481,2,0,24660,190,421,0,0,5,524,-4,740,0,0,0,0
T,2482,2,0,-9287,189,421,0,0,5,524,-4,740,0,0,0,0
T,2483,2,0,-11696,190,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3280,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2484,4,0,3964,191,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3280,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2485,2,0,30000,191,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3280,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2486,3,0,-30452,192,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3280,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2488,1,0,-28429,192,421,0,0,5,524,-6,740,0,0,0,0
T,2489,2,0,-5298,192,421,0,0,5,524,-6,740,0,0,0,0
T,2491,2,0,-26901,191,421,0,0,5,524,-6,740,0,0,0,0
T,2492,4,0,-961,190,421,0,0,5,524,-6,740,0,0,0,0
C,3280,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2493,3,0,-1021,190,421,0,0,5,524,-6,740,0,0,0,0
C,3280,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2494,2,0,2850,191,421,0,0,5,524,-5,740,0,0,0,0
C,3280,3281,3282,3276,3279,3280,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2496,3,0,27059,191,421,0,0,5,524,-5,740,0,0,0,0
C,3280,3281,3282,3276,3279,3280,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2497,2,0,-16498,192,421,0,0,5,524,-5,740,0,0,0,0
T,2498,1,0,23758,193,421,0,0,5,524,-5,740,0,0,0,0
C,3280,3281,3282,3276,3279,3280,3276,3278,3279,3280,3281,3281,3280,3280,3280,3279
T,2499,2,0,-6312,195,421,0,0,5,524,-5,740,0,0,0,0
C,3280,3281,3282,3276,3279,3280,3276,3278,3279,3280,3281,3281,3280,3280,3280,3279
T,2500,2,0,20342,194,421,0,0,5,524,-5,740,0,0,0,0
C,3280,3281,3282,3276,3279,3280,3276,3278,3279,3280,3281,3281,3280,3280,3280,3279
T,2501,3,0,-8852,192,421,0,0,5,524,-5,740,0,0,0,0
C,3280,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2502,4,0,-21376,192,421,0,0,5,524,-5,740,0,0,0,0
T,2503,2,0,3024,191,421,0,0,5,524,-5,740,0,0,0,0
T,2504,1,0,21030,191,421,0,0,5,524,-5,740,0,0,0,0
C,3280,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2505,1,0,-24964,192,421,0,0,5,524,-5,740,0,0,0,0
C,3280,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2506,1,0,7138,193,421,0,0,5,524,-4,740,0,0,0,0
C,3280,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2507,2,0,-2432,194,421,0,0,5,524,-4,740,0,0,0,0
C,3280,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2508,4,0,23170,193,421,0,0,5,524,-4,740,0,0,0,0
C,3280,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2509,2,0,-5790,192,421,0,0,5,524,-4,740,0,0,0,0
C,3280,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2510,2,0,-31680,192,421,0,0,5,524,-4,740,0,0,0,0
C,3280,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2511,1,0,-30399,191,421,0,0,5,524,-4,740,0,0,0,0
C,3280,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2512,1,0,22588,190,421,0,0,5,524,-6,740,0,0,0,0
C,3280,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2513,2,0,-21557,190,421,0,0,5,524,-6,740,0,0,0,0
C,3279,3280,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2514,3,0,31462,189,421,0,0,5,524,-6,740,0,0,0,0
C,3279,3280,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2515,4,0,11818,190,421,0,0,5,524,-6,740,0,0,0,0
C,3279,3280,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2516,3,0,7630,189,421,0,0,5,524,-6,740,0,0,0,0
C,3279,3280,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2517,2,0,18918,189,421,0,0,5,524,-6,740,0,0,0,0
C,3279,3280,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2518,1,0,-5801,187,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3280,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2519,1,0,-7228,189,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3280,3282,3277,3279,3280,3276,3278,3279,3280,3281,3281,3280,3280,3280,3279
T,2520,2,0,-12207,187,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3280,3282,3277,3279,3280,3276,3278,3279,3280,3281,3281,3280,3280,3280,3279
T,2521,1,0,27608,188,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3280,3282,3277,3279,3280,3276,3278,3279,3280,3281,3281,3280,3280,3280,3279
T,2522,2,0,15253,187,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3280,3282,3277,3279,3279,3276,3278,3279,3280,3281,3281,3280,3280,3280,3279
T,2523,3,0,20072,188,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3280,3282,3277,3279,3279,3276,3278,3279,3280,3281,3281,3280,3280,3280,3279
T,2524,1,0,-28322,190,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3280,3282,3277,3279,3279,3276,3278,3279,3280,3281,3281,3280,3280,3280,3279
T,2525,1,0,-22636,191,421,0,0,5,524,-4,740,0,0,0,0
C,3280,3280,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2526,1,0,-6944,191,421,0,0,5,524,-4,740,0,0,0,0
C,3280,3280,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2527,3,0,-12634,192,421,0,0,5,524,-4,740,0,0,0,0
C,3280,3280,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2528,3,0,6019,193,421,0,0,5,524,-4,740,0,0,0,0
C,3280,3280,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2529,4,0,-24313,195,421,0,0,5,524,-4,740,0,0,0,0
C,3280,3280,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2530,2,0,-30030,194,421,0,0,5,524,-4,740,0,0,0,0
C,3280,3280,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2531,3,0,20551,193,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3280,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2532,3,0,13058,192,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3280,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2533,2,0,-11089,193,421,0,0,5,524,-6,740,0,0,0,0
C,3279,3280,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2534,1,0,26560,191,421,0,0,5,524,-6,740,0,0,0,0
C,3279,3280,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2535,1,0,11769,191,421,0,0,5,524,-6,740,0,0,0,0
C,3279,3280,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2536,2,0,11040,192,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3280,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2537,2,0,-13729,191,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2538,2,0,182,192,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2539,3,0,21129,191,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2540,2,0,10471,192,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2541,1,0,-16539,189,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2542,1,0,-1692,190,421,0,0,5,524,-6,740,0,0,0,0
C,3279,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2543,2,0,15640,188,421,0,0,5,524,-6,740,0,0,0,0
C,3279,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2544,2,0,-11108,188,421,0,0,5,524,-6,740,0,0,0,0
C,3279,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2545,3,0,29387,186,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2546,3,0,8520,185,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2547,3,0,1824,185,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2548,2,0,20500,184,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2549,3,0,21807,185,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3281,3280,3280,3280,3279
T,2550,3,0,-24034,185,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3281,3280,3280,3280,3279
T,2551,3,0,-20836,186,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3281,3280,3280,3280,3279
T,2552,2,0,12432,187,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2553,1,0,31680,188,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2554,2,0,830,187,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2555,3,0,2674,190,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3280,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2556,1,0,-23118,188,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3280,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2557,2,0,-8844,189,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3280,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2558,2,0,19224,190,421,0,0,5,524,-5,740,0,0,0,0
C,3280,3280,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2559,3,0,12271,189,421,0,0,5,524,-5,740,0,0,0,0
C,3280,3280,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2560,2,0,12860,188,421,0,0,5,524,-6,740,0,0,0,0
C,3280,3280,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2561,2,0,26206,189,421,0,0,5,524,-6,740,0,0,0,0
C,3280,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2562,1,0,17876,188,421,0,0,5,524,-6,740,0,0,0,0
C,3280,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2563,0,0,22512,189,421,0,0,5,524,-6,740,0,0,0,0
C,3280,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2564,2,0,14182,190,421,0,0,5,524,-6,740,0,0,0,0
C,3280,3281,3282,3277,3280,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2565,2,0,26985,190,421,0,0,5,524,-6,740,0,0,0,0
C,3280,3281,3282,3277,3280,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2566,1,0,3774,190,421,0,0,5,524,-6,740,0,0,0,0
C,3280,3281,3282,3277,3280,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2567,2,0,13281,190,421,0,0,5,524,-6,740,0,0,0,0
C,3279,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2568,1,0,-28986,189,421,0,0,5,524,-6,740,0,0,0,0
C,3279,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2569,1,0,6958,190,421,0,0,5,524,-6,740,0,0,0,0
C,3279,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2570,2,0,2720,190,421,0,0,5,524,-6,740,0,0,0,0
C,3279,3280,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2571,2,0,-14880,191,421,0,0,5,524,-6,740,0,0,0,0
C,3279,3280,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2572,2,0,8782,191,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3280,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2573,2,0,-22248,190,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3280,3282,3277,3279,3279,3276,3278,3279,3280,3281,3281,3280,3280,3280,3279
T,2574,2,0,-11962,190,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3280,3282,3277,3279,3279,3276,3278,3279,3280,3281,3281,3280,3280,3280,3279
T,2575,2,0,26598,188,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3280,3282,3277,3279,3279,3276,3278,3279,3280,3281,3281,3280,3280,3280,3279
T,2576,2,0,-23962,187,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3281,3280,3280,3280,3279
T,2577,2,0,-24482,187,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3281,3280,3280,3280,3279
T,2578,2,0,26808,187,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3281,3280,3280,3280,3279
T,2579,2,0,23983,186,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3280,3282,3277,3279,3280,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2580,3,0,-13406,185,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3280,3282,3277,3279,3280,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2581,2,0,16044,185,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3280,3282,3277,3279,3280,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2582,1,0,-32232,187,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3280,3282,3276,3279,3280,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2583,0,0,12502,186,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3280,3282,3276,3279,3280,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2584,1,0,12900,187,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3280,3282,3276,3279,3280,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2585,2,0,-1860,187,421,0,0,5,524,-4,740,0,0,0,0
C,3280,3280,3282,3276,3279,3280,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2586,3,0,-30742,189,421,0,0,5,524,-4,740,0,0,0,0
C,3280,3280,3282,3276,3279,3280,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2587,1,0,15430,191,421,0,0,5,524,-4,740,0,0,0,0
C,3280,3280,3282,3276,3279,3280,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2588,3,0,-28856,191,421,0,0,5,524,-4,740,0,0,0,0
C,3280,3280,3282,3277,3279,3280,3276,3278,3279,3280,3280,3280,3280,3280,3280,3279
T,2589,3,0,10736,192,421,0,0,5,524,-4,740,0,0,0,0
C,3280,3280,3282,3277,3279,3280,3276,3278,3279,3280,3280,3280,3280,3280,3280,3279
T,2590,1,0,25138,192,421,0,0,5,524,-6,740,0,0,0,0
C,3280,3280,3282,3277,3279,3280,3276,3278,3279,3280,3280,3280,3280,3280,3280,3279
T,2591,3,0,28560,192,421,0,0,5,524,-6,740,0,0,0,0
C,3280,3280,3282,3277,3279,3279,3276,3278,3278,3280,3280,3280,3280,3280,3280,3279
T,2592,3,0,21569,192,421,0,0,5,524,-6,740,0,0,0,0
C,3280,3280,3282,3277,3279,3279,3276,3278,3278,3280,3280,3280,3280,3280,3280,3279
T,2593,2,0,-15148,192,421,0,0,5,524,-5,740,0,0,0,0
C,3280,3280,3282,3277,3279,3279,3276,3278,3278,3280,3280,3280,3280,3280,3280,3279
T,2594,2,0,-664,190,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3280,3282,3276,3279,3279,3276,3278,3278,3280,3281,3280,3280,3280,3280,3279
T,2595,2,0,-13098,190,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3280,3282,3276,3279,3279,3276,3278,3278,3280,3281,3280,3280,3280,3280,3279
T,2596,1,0,2539,191,421,0,0,5,524,-3,740,0,0,0,0
C,3279,3280,3282,3276,3279,3279,3276,3278,3278,3280,3281,3280,3280,3280,3280,3279
T,2597,4,0,28089,190,421,0,0,5,524,-3,740,0,0,0,0
C,3279,3280,3282,3276,3279,3279,3276,3278,3279,3280,3280,3280,3280,3280,3280,3279
T,2598,2,0,-11266,188,421,0,0,5,524,-3,740,0,0,0,0
C,3279,3280,3282,3276,3279,3279,3276,3278,3279,3280,3280,3280,3280,3280,3280,3279
T,2599,3,0,-10088,188,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3280,3282,3276,3279,3279,3276,3278,3279,3280,3280,3280,3280,3280,3280,3279
T,2600,2,0,19162,188,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3280,3282,3277,3279,3279,3276,3278,3279,3280,3280,3280,3280,3280,3280,3279
T,2601,2,0,-14125,190,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3280,3282,3277,3279,3279,3276,3278,3279,3280,3280,3280,3280,3280,3280,3279
T,2602,3,0,4052,192,421,0,0,5,524,-6,740,0,0,0,0
C,3279,3280,3282,3277,3279,3279,3276,3278,3279,3280,3280,3280,3280,3280,3280,3279
T,2603,3,0,15532,191,421,0,0,5,524,-6,740,0,0,0,0
C,3279,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2604,1,0,4451,190,421,0,0,5,524,-6,740,0,0,0,0
C,3279,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2605,2,0,6495,189,421,0,0,5,524,-6,740,0,0,0,0
C,3279,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3279
T,2606,3,0,-22114,191,421,0,0,5,524,-6,740,0,0,0,0
C,3280,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3278
T,2607,1,0,-30318,192,421,0,0,5,524,-6,740,0,0,0,0
C,3280,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3278
T,2608,2,0,-8960,190,421,0,0,5,524,-5,740,0,0,0,0
C,3280,3281,3282,3276,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3278
T,2609,3,0,-21688,189,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3278
T,2610,2,0,26659,188,421,0,0,5,524,-5,740,0,0,0,0
C,3279,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3278
T,2611,1,0,-10720,189,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3281,3282,3277,3279,3279,3276,3278,3279,3280,3281,3280,3280,3280,3280,3278
T,2612,1,0,-5528,189,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3281,3282,3277,3279,3279,3276,3278,3279,3280,3280,3280,3280,3280,3280,3279
T,2613,3,0,-13660,189,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3281,3282,3277,3279,3279,3276,3278,3279,3280,3280,3280,3280,3280,3280,3279
T,2614,2,0,10432,189,421,0,0,5,524,-4,740,0,0,0,0
C,3279,3281,3282,3277,3279,3279,3276,3278,3279,3280,3280,3280,3280,3280,3280,3279
